Plant_ID,Date,Temperature (°C),F,Humidity (%),TDS Value (ppm),pH Level,Growth Days,weeks
10,8/19/2023,30.8,87.44,50,493,6,17,2.428571429
10,8/20/2023,30.9,87.62,53,721,6.4,18,2.571428571
10,8/21/2023,30.2,86.36,77,778,6.2,19,2.714285714
10,8/22/2023,30.5,86.9,67,668,6.8,20,2.857142857
10,8/23/2023,30.8,87.44,57,609,6.6,21,3
10,8/24/2023,31.3,88.34,64,746,6.3,22,3.142857143
10,8/25/2023,31.4,88.52,79,725,6.2,23,3.285714286
10,8/26/2023,31.4,88.52,60,593,6.3,24,3.428571429
10,8/27/2023,30.1,86.18,77,560,6.5,25,3.571428571
10,8/28/2023,29.4,84.92,74,597,6.6,26,3.714285714
10,8/29/2023,28.7,83.66,56,613,6.6,27,3.857142857
10,8/30/2023,29.1,84.38,59,704,6.5,28,4
10,8/31/2023,29.2,84.56,54,585,6.5,29,4.142857143
10,9/1/2023,31.7,89.06,59,616,6.1,30,4.285714286
10,9/2/2023,31.7,89.06,78,697,6.4,31,4.428571429
10,9/3/2023,31.7,89.06,71,623,6.1,32,4.571428571
10,9/4/2023,31.7,89.06,69,649,6.4,33,4.714285714
10,9/5/2023,32,89.6,72,440,6.2,34,4.857142857
10,9/6/2023,32.1,89.78,72,469,6.3,35,5
10,9/7/2023,31.5,88.7,72,603,6.4,36,5.142857143
10,9/8/2023,29.8,85.64,57,440,6.6,37,5.285714286
10,9/9/2023,20.1,68.18,69,648,6.7,38,5.428571429
10,9/10/2023,31.1,87.98,68,538,6.7,39,5.571428571
10,9/11/2023,31.2,88.16,71,586,6.1,40,5.714285714
10,9/12/2023,31.2,88.16,58,794,6.6,41,5.857142857
10,9/13/2023,30.4,86.72,69,674,6.3,42,6
10,9/14/2023,29.1,84.38,63,782,6.5,43,6.142857143
10,9/15/2023,30.6,87.08,78,578,6.3,44,6.285714286
10,9/16/2023,31.5,88.7,67,638,6.2,45,6.428571429
11,8/3/2023,33.4,92.12,57,695,6.1,1,0.142857143
11,8/4/2023,33.5,92.3,63,706,6.6,2,0.285714286
11,8/5/2023,33.4,92.12,63,716,6.6,3,0.428571429
11,8/6/2023,33.4,92.12,50,734,6.4,4,0.571428571
11,8/7/2023,33.4,92.12,55,431,6.2,5,0.714285714
11,8/8/2023,32.3,90.14,54,730,6.7,6,0.857142857
11,8/9/2023,32.3,90.14,69,529,6.3,7,1
11,8/10/2023,22.7,72.86,56,489,6.4,8,1.142857143
11,8/11/2023,31.9,89.42,58,514,6.2,9,1.285714286
11,8/12/2023,30.2,86.36,51,752,6.2,10,1.428571429
11,8/13/2023,30.1,86.18,74,557,6.2,11,1.571428571
11,8/14/2023,30.1,86.18,50,620,6.1,12,1.714285714
11,8/15/2023,30.1,86.18,64,511,6.5,13,1.857142857
11,8/16/2023,29.8,85.64,74,462,6.6,14,2
11,8/17/2023,29.6,85.28,75,760,6.4,15,2.142857143
11,8/18/2023,30.9,87.62,80,704,6.6,16,2.285714286
11,8/19/2023,30.8,87.44,76,466,6.1,17,2.428571429
11,8/20/2023,30.9,87.62,61,565,6.4,18,2.571428571
11,8/21/2023,30.2,86.36,75,602,6.2,19,2.714285714
11,8/22/2023,30.5,86.9,71,602,6.7,20,2.857142857
11,8/23/2023,30.8,87.44,53,537,6.7,21,3
11,8/24/2023,31.3,88.34,76,620,6.6,22,3.142857143
11,8/25/2023,31.4,88.52,75,539,6.5,23,3.285714286
11,8/26/2023,31.4,88.52,79,509,6.3,24,3.428571429
11,8/27/2023,30.1,86.18,76,489,6.3,25,3.571428571
11,8/28/2023,29.4,84.92,52,589,6.1,26,3.714285714
11,8/29/2023,28.7,83.66,72,695,6.5,27,3.857142857
11,8/30/2023,29.1,84.38,69,421,6.1,28,4
11,8/31/2023,29.2,84.56,62,402,6.7,29,4.142857143
11,9/1/2023,31.7,89.06,55,765,6.5,30,4.285714286
11,9/2/2023,31.7,89.06,67,473,6.7,31,4.428571429
11,9/3/2023,31.7,89.06,54,749,6.3,32,4.571428571
11,9/4/2023,31.7,89.06,76,452,6.3,33,4.714285714
11,9/5/2023,32,89.6,63,539,6.6,34,4.857142857
11,9/6/2023,32.1,89.78,56,519,6.7,35,5
11,9/7/2023,31.5,88.7,80,424,6.6,36,5.142857143
11,9/8/2023,29.8,85.64,57,476,6.3,37,5.285714286
11,9/9/2023,20.1,68.18,50,662,6,38,5.428571429
11,9/10/2023,31.1,87.98,67,552,6.5,39,5.571428571
11,9/11/2023,31.2,88.16,52,671,6.4,40,5.714285714
11,9/12/2023,31.2,88.16,66,402,6.6,41,5.857142857
11,9/13/2023,30.4,86.72,60,690,6.3,42,6
11,9/14/2023,29.1,84.38,55,660,6.3,43,6.142857143
11,9/15/2023,30.6,87.08,63,692,6.1,44,6.285714286
11,9/16/2023,31.5,88.7,79,508,6.5,45,6.428571429
11,9/17/2023,32.1,89.78,62,589,6.4,46,6.571428571
11,9/18/2023,31.2,88.16,75,519,6.3,47,6.714285714
12,8/3/2023,33.4,92.12,77,611,6.2,1,0.142857143
12,8/4/2023,33.5,92.3,58,442,6.7,2,0.285714286
12,8/5/2023,33.4,92.12,75,756,6.6,3,0.428571429
12,8/6/2023,33.4,92.12,60,732,6.1,4,0.571428571
12,8/7/2023,33.4,92.12,71,640,6.3,5,0.714285714
12,8/8/2023,32.3,90.14,71,515,6.6,6,0.857142857
12,8/9/2023,32.3,90.14,60,435,6.4,7,1
12,8/10/2023,22.7,72.86,58,517,6.2,8,1.142857143
12,8/11/2023,31.9,89.42,55,602,6.2,9,1.285714286
12,8/12/2023,30.2,86.36,51,711,6,10,1.428571429
12,8/13/2023,30.1,86.18,59,712,6.1,11,1.571428571
12,8/14/2023,30.1,86.18,64,529,6.8,12,1.714285714
12,8/15/2023,30.1,86.18,53,791,6.8,13,1.857142857
12,8/16/2023,29.8,85.64,78,710,6.6,14,2
12,8/17/2023,29.6,85.28,70,497,6.3,15,2.142857143
12,8/18/2023,30.9,87.62,59,585,6.6,16,2.285714286
12,8/19/2023,30.8,87.44,62,742,6.7,17,2.428571429
12,8/20/2023,30.9,87.62,70,628,6.7,18,2.571428571
12,8/21/2023,30.2,86.36,58,595,6.5,19,2.714285714
12,8/22/2023,30.5,86.9,54,463,6.1,20,2.857142857
12,8/23/2023,30.8,87.44,72,450,6.7,21,3
12,8/24/2023,31.3,88.34,71,485,6,22,3.142857143
12,8/25/2023,31.4,88.52,73,501,6.2,23,3.285714286
12,8/26/2023,31.4,88.52,72,483,6.6,24,3.428571429
12,8/27/2023,30.1,86.18,73,598,6.5,25,3.571428571
12,8/28/2023,29.4,84.92,63,682,6.5,26,3.714285714
12,8/29/2023,28.7,83.66,66,577,6.1,27,3.857142857
12,8/30/2023,29.1,84.38,72,497,6.6,28,4
12,8/31/2023,29.2,84.56,78,756,6.1,29,4.142857143
12,9/1/2023,31.7,89.06,75,467,6.4,30,4.285714286
12,9/2/2023,31.7,89.06,60,450,6.1,31,4.428571429
12,9/3/2023,31.7,89.06,74,591,6.2,32,4.571428571
12,9/4/2023,31.7,89.06,73,693,6.5,33,4.714285714
12,9/5/2023,32,89.6,75,467,6.7,34,4.857142857
12,9/6/2023,32.1,89.78,55,537,6,35,5
12,9/7/2023,31.5,88.7,69,630,6.4,36,5.142857143
12,9/8/2023,29.8,85.64,58,612,6.8,37,5.285714286
12,9/9/2023,20.1,68.18,58,752,6.2,38,5.428571429
12,9/10/2023,31.1,87.98,73,435,6.3,39,5.571428571
12,9/11/2023,31.2,88.16,60,616,6.5,40,5.714285714
12,9/12/2023,31.2,88.16,64,438,6,41,5.857142857
12,9/13/2023,30.4,86.72,56,507,6.4,42,6
12,9/14/2023,29.1,84.38,51,423,6.5,43,6.142857143
12,9/15/2023,30.6,87.08,71,538,6.4,44,6.285714286
12,9/16/2023,31.5,88.7,72,735,6,45,6.428571429
13,8/3/2023,33.4,92.12,59,544,6.8,1,0.142857143
13,8/4/2023,33.5,92.3,52,452,6.2,2,0.285714286
13,8/5/2023,33.4,92.12,71,789,6.2,3,0.428571429
13,8/6/2023,33.4,92.12,63,583,6.5,4,0.571428571
13,8/7/2023,33.4,92.12,77,657,6.5,5,0.714285714
13,8/8/2023,32.3,90.14,67,435,6.3,6,0.857142857
13,8/9/2023,32.3,90.14,72,459,6.1,7,1
13,8/10/2023,22.7,72.86,54,663,6.6,8,1.142857143
13,8/11/2023,31.9,89.42,73,415,6.3,9,1.285714286
13,8/12/2023,30.2,86.36,73,546,6.8,10,1.428571429
13,8/13/2023,30.1,86.18,77,696,6.1,11,1.571428571
13,8/14/2023,30.1,86.18,56,656,6.6,12,1.714285714
13,8/15/2023,30.1,86.18,73,476,6.3,13,1.857142857
13,8/16/2023,29.8,85.64,75,739,6.7,14,2
13,8/17/2023,29.6,85.28,71,772,6.3,15,2.142857143
13,8/18/2023,30.9,87.62,51,692,6.7,16,2.285714286
13,8/19/2023,30.8,87.44,52,565,6.3,17,2.428571429
13,8/20/2023,30.9,87.62,65,463,6.4,18,2.571428571
13,8/21/2023,30.2,86.36,63,458,6.2,19,2.714285714
13,8/22/2023,30.5,86.9,66,693,6.2,20,2.857142857
13,8/23/2023,30.8,87.44,68,667,6.5,21,3
13,8/24/2023,31.3,88.34,55,490,6.8,22,3.142857143
13,8/25/2023,31.4,88.52,52,486,6.7,23,3.285714286
13,8/26/2023,31.4,88.52,73,626,6.5,24,3.428571429
13,8/27/2023,30.1,86.18,53,740,6.7,25,3.571428571
13,8/28/2023,29.4,84.92,60,539,6.1,26,3.714285714
13,8/29/2023,28.7,83.66,57,475,6.5,27,3.857142857
13,8/30/2023,29.1,84.38,75,719,6.4,28,4
13,8/31/2023,29.2,84.56,59,492,6.7,29,4.142857143
13,9/1/2023,31.7,89.06,77,425,6.8,30,4.285714286
13,9/2/2023,31.7,89.06,77,626,6.2,31,4.428571429
13,9/3/2023,31.7,89.06,56,509,6.5,32,4.571428571
13,9/4/2023,31.7,89.06,69,518,6,33,4.714285714
13,9/5/2023,32,89.6,71,744,6.2,34,4.857142857
13,9/6/2023,32.1,89.78,64,416,6.6,35,5
13,9/7/2023,31.5,88.7,52,724,6.8,36,5.142857143
13,9/8/2023,29.8,85.64,62,423,6.8,37,5.285714286
13,9/9/2023,20.1,68.18,78,419,6.4,38,5.428571429
13,9/10/2023,31.1,87.98,50,653,6.6,39,5.571428571
13,9/11/2023,31.2,88.16,71,589,6.7,40,5.714285714
13,9/12/2023,31.2,88.16,51,724,6.3,41,5.857142857
13,9/13/2023,30.4,86.72,65,415,6.1,42,6
13,9/14/2023,29.1,84.38,66,609,6.2,43,6.142857143
13,9/15/2023,30.6,87.08,57,475,6.1,44,6.285714286
13,9/16/2023,31.5,88.7,69,732,6.5,45,6.428571429
14,8/3/2023,33.4,92.12,56,535,6.2,1,0.142857143
14,8/4/2023,33.5,92.3,76,664,6,2,0.285714286
14,8/5/2023,33.4,92.12,59,498,6.3,3,0.428571429
14,8/6/2023,33.4,92.12,63,511,6.6,4,0.571428571
14,8/7/2023,33.4,92.12,53,589,6.3,5,0.714285714
14,8/8/2023,32.3,90.14,51,574,6.7,6,0.857142857
14,8/9/2023,32.3,90.14,61,522,6.3,7,1
14,8/10/2023,22.7,72.86,68,714,6.6,8,1.142857143
14,8/11/2023,31.9,89.42,76,630,6.7,9,1.285714286
14,8/12/2023,30.2,86.36,78,514,6.7,10,1.428571429
14,8/13/2023,30.1,86.18,75,602,6,11,1.571428571
14,8/14/2023,30.1,86.18,75,769,6.5,12,1.714285714
14,8/15/2023,30.1,86.18,69,501,6.1,13,1.857142857
14,8/16/2023,29.8,85.64,52,798,6.6,14,2
14,8/17/2023,29.6,85.28,80,455,6.3,15,2.142857143
14,8/18/2023,30.9,87.62,57,719,6.1,16,2.285714286
14,8/19/2023,30.8,87.44,65,453,6.4,17,2.428571429
14,8/20/2023,30.9,87.62,63,652,6.6,18,2.571428571
14,8/21/2023,30.2,86.36,66,409,6.4,19,2.714285714
14,8/22/2023,30.5,86.9,56,651,6.5,20,2.857142857
14,8/23/2023,30.8,87.44,55,466,6,21,3
14,8/24/2023,31.3,88.34,66,498,6.2,22,3.142857143
14,8/25/2023,31.4,88.52,65,645,6.3,23,3.285714286
14,8/26/2023,31.4,88.52,58,637,6.2,24,3.428571429
14,8/27/2023,30.1,86.18,55,743,6.4,25,3.571428571
14,8/28/2023,29.4,84.92,65,573,6.2,26,3.714285714
14,8/29/2023,28.7,83.66,66,522,6.5,27,3.857142857
14,8/30/2023,29.1,84.38,77,413,6.4,28,4
14,8/31/2023,29.2,84.56,73,505,6,29,4.142857143
14,9/1/2023,31.7,89.06,54,448,6.5,30,4.285714286
14,9/2/2023,31.7,89.06,51,472,6.4,31,4.428571429
14,9/3/2023,31.7,89.06,63,710,6.3,32,4.571428571
14,9/4/2023,31.7,89.06,67,698,6.4,33,4.714285714
14,9/5/2023,32,89.6,75,683,6.7,34,4.857142857
14,9/6/2023,32.1,89.78,66,434,6.3,35,5
14,9/7/2023,31.5,88.7,57,642,6.4,36,5.142857143
14,9/8/2023,29.8,85.64,56,550,6.4,37,5.285714286
14,9/9/2023,20.1,68.18,64,590,6.4,38,5.428571429
14,9/10/2023,31.1,87.98,69,536,6,39,5.571428571
14,9/11/2023,31.2,88.16,73,465,6.4,40,5.714285714
14,9/12/2023,31.2,88.16,53,795,6.4,41,5.857142857
14,9/13/2023,30.4,86.72,76,449,6.3,42,6
14,9/14/2023,29.1,84.38,61,764,6.4,43,6.142857143
14,9/15/2023,30.6,87.08,57,645,6.1,44,6.285714286
14,9/16/2023,31.5,88.7,75,663,6.5,45,6.428571429
15,8/3/2023,33.4,92.12,61,555,6.1,1,0.142857143
15,8/4/2023,33.5,92.3,57,584,6.3,2,0.285714286
15,8/5/2023,33.4,92.12,56,590,6.7,3,0.428571429
15,8/6/2023,33.4,92.12,63,782,6.7,4,0.571428571
15,8/7/2023,33.4,92.12,73,767,6.4,5,0.714285714
15,8/8/2023,32.3,90.14,61,459,6,6,0.857142857
15,8/9/2023,32.3,90.14,71,741,6.2,7,1
15,8/10/2023,22.7,72.86,58,724,6.5,8,1.142857143
15,8/11/2023,31.9,89.42,79,779,6.5,9,1.285714286
15,8/12/2023,30.2,86.36,54,743,6.1,10,1.428571429
15,8/13/2023,30.1,86.18,77,509,6,11,1.571428571
15,8/14/2023,30.1,86.18,55,770,6.1,12,1.714285714
15,8/15/2023,30.1,86.18,57,490,6.5,13,1.857142857
15,8/16/2023,29.8,85.64,58,409,6.3,14,2
15,8/17/2023,29.6,85.28,59,734,6.5,15,2.142857143
15,8/18/2023,30.9,87.62,58,587,6.5,16,2.285714286
15,8/19/2023,30.8,87.44,80,501,6.5,17,2.428571429
15,8/20/2023,30.9,87.62,53,513,6.5,18,2.571428571
15,8/21/2023,30.2,86.36,69,493,6,19,2.714285714
15,8/22/2023,30.5,86.9,80,578,6.3,20,2.857142857
15,8/23/2023,30.8,87.44,74,609,6.4,21,3
15,8/24/2023,31.3,88.34,60,590,6.2,22,3.142857143
15,8/25/2023,31.4,88.52,55,539,6.8,23,3.285714286
15,8/26/2023,31.4,88.52,63,759,6.1,24,3.428571429
15,8/27/2023,30.1,86.18,52,663,6.6,25,3.571428571
15,8/28/2023,29.4,84.92,53,587,6.6,26,3.714285714
15,8/29/2023,28.7,83.66,54,474,6.5,27,3.857142857
15,8/30/2023,29.1,84.38,75,543,6.1,28,4
15,8/31/2023,29.2,84.56,78,518,6.6,29,4.142857143
15,9/1/2023,31.7,89.06,51,725,6.2,30,4.285714286
15,9/2/2023,31.7,89.06,73,559,6.6,31,4.428571429
15,9/3/2023,31.7,89.06,65,619,6.7,32,4.571428571
15,9/4/2023,31.7,89.06,72,415,6.8,33,4.714285714
15,9/5/2023,32,89.6,73,714,6.5,34,4.857142857
15,9/6/2023,32.1,89.78,75,427,6.3,35,5
15,9/7/2023,31.5,88.7,52,501,6,36,5.142857143
15,9/8/2023,29.8,85.64,73,584,6.6,37,5.285714286
15,9/9/2023,20.1,68.18,50,556,6,38,5.428571429
15,9/10/2023,31.1,87.98,53,604,6.8,39,5.571428571
15,9/11/2023,31.2,88.16,62,402,6.8,40,5.714285714
15,9/12/2023,31.2,88.16,61,403,6.6,41,5.857142857
15,9/13/2023,30.4,86.72,75,561,6.1,42,6
15,9/14/2023,29.1,84.38,68,420,6.6,43,6.142857143
15,9/15/2023,30.6,87.08,60,708,6,44,6.285714286
15,9/16/2023,31.5,88.7,57,783,6.7,45,6.428571429
16,8/3/2023,33.4,92.12,50,769,6.7,1,0.142857143
16,8/4/2023,33.5,92.3,64,794,6.1,2,0.285714286
16,8/5/2023,33.4,92.12,71,533,6.8,3,0.428571429
16,8/6/2023,33.4,92.12,56,588,6,4,0.571428571
16,8/7/2023,33.4,92.12,68,554,6.6,5,0.714285714
16,8/8/2023,32.3,90.14,70,482,6.1,6,0.857142857
16,8/9/2023,32.3,90.14,58,779,6.3,7,1
16,8/10/2023,22.7,72.86,80,503,6.1,8,1.142857143
16,8/11/2023,31.9,89.42,68,692,6.5,9,1.285714286
16,8/12/2023,30.2,86.36,68,454,6.4,10,1.428571429
16,8/13/2023,30.1,86.18,62,477,6.6,11,1.571428571
16,8/14/2023,30.1,86.18,67,737,6.4,12,1.714285714
16,8/15/2023,30.1,86.18,67,454,6.7,13,1.857142857
16,8/16/2023,29.8,85.64,71,654,6.2,14,2
16,8/17/2023,29.6,85.28,64,439,6.1,15,2.142857143
16,8/18/2023,30.9,87.62,58,794,6.5,16,2.285714286
16,8/19/2023,30.8,87.44,66,454,6.7,17,2.428571429
16,8/20/2023,30.9,87.62,69,402,6.5,18,2.571428571
16,8/21/2023,30.2,86.36,64,426,6.6,19,2.714285714
16,8/22/2023,30.5,86.9,80,515,6.8,20,2.857142857
16,8/23/2023,30.8,87.44,79,513,6.8,21,3
16,8/24/2023,31.3,88.34,54,738,6.8,22,3.142857143
16,8/25/2023,31.4,88.52,68,682,6.2,23,3.285714286
16,8/26/2023,31.4,88.52,67,462,6,24,3.428571429
16,8/27/2023,30.1,86.18,51,626,6.1,25,3.571428571
16,8/28/2023,29.4,84.92,50,502,6.8,26,3.714285714
16,8/29/2023,28.7,83.66,65,553,6.4,27,3.857142857
16,8/30/2023,29.1,84.38,70,755,6.5,28,4
16,8/31/2023,29.2,84.56,64,662,6.4,29,4.142857143
16,9/1/2023,31.7,89.06,50,771,6,30,4.285714286
16,9/2/2023,31.7,89.06,67,793,6.5,31,4.428571429
16,9/3/2023,31.7,89.06,62,657,6.4,32,4.571428571
16,9/4/2023,31.7,89.06,62,659,6.8,33,4.714285714
16,9/5/2023,32,89.6,53,522,6.1,34,4.857142857
16,9/6/2023,32.1,89.78,65,627,6.2,35,5
16,9/7/2023,31.5,88.7,55,423,6.4,36,5.142857143
16,9/8/2023,29.8,85.64,69,403,6.7,37,5.285714286
16,9/9/2023,20.1,68.18,76,409,6.6,38,5.428571429
16,9/10/2023,31.1,87.98,54,645,6.3,39,5.571428571
16,9/11/2023,31.2,88.16,65,572,6.5,40,5.714285714
16,9/12/2023,31.2,88.16,80,732,6.6,41,5.857142857
16,9/13/2023,30.4,86.72,68,701,6.7,42,6
16,9/14/2023,29.1,84.38,75,564,6.1,43,6.142857143
16,9/15/2023,30.6,87.08,52,703,6.5,44,6.285714286
16,9/16/2023,31.5,88.7,79,742,6.4,45,6.428571429
16,9/17/2023,30.9,87.62,65,651,6,46,6.571428571
17,8/3/2023,33.4,92.12,58,631,6.6,1,0.142857143
17,8/4/2023,33.5,92.3,66,627,6.2,2,0.285714286
17,8/5/2023,33.4,92.12,77,491,6.4,3,0.428571429
17,8/6/2023,33.4,92.12,62,647,6.1,4,0.571428571
17,8/7/2023,33.4,92.12,61,505,6.6,5,0.714285714
17,8/8/2023,32.3,90.14,55,617,6,6,0.857142857
17,8/9/2023,32.3,90.14,71,552,6.5,7,1
17,8/10/2023,22.7,72.86,67,744,6.3,8,1.142857143
17,8/11/2023,31.9,89.42,58,735,6.1,9,1.285714286
17,8/12/2023,30.2,86.36,58,462,6,10,1.428571429
17,8/13/2023,30.1,86.18,51,798,6.5,11,1.571428571
17,8/14/2023,30.1,86.18,55,737,6.6,12,1.714285714
17,8/15/2023,30.1,86.18,73,607,6.2,13,1.857142857
17,8/16/2023,29.8,85.64,58,543,6.2,14,2
17,8/17/2023,29.6,85.28,58,587,6.3,15,2.142857143
17,8/18/2023,30.9,87.62,79,672,6.7,16,2.285714286
17,8/19/2023,30.8,87.44,52,595,6.8,17,2.428571429
17,8/20/2023,30.9,87.62,80,716,6.7,18,2.571428571
17,8/21/2023,30.2,86.36,57,736,6.3,19,2.714285714
17,8/22/2023,30.5,86.9,58,542,6.6,20,2.857142857
17,8/23/2023,30.8,87.44,58,625,6.8,21,3
17,8/24/2023,31.3,88.34,65,765,6.5,22,3.142857143
17,8/25/2023,31.4,88.52,75,552,6.1,23,3.285714286
17,8/26/2023,31.4,88.52,70,416,6.6,24,3.428571429
17,8/27/2023,30.1,86.18,66,697,6.6,25,3.571428571
17,8/28/2023,29.4,84.92,73,762,6.5,26,3.714285714
17,8/29/2023,28.7,83.66,69,598,6.1,27,3.857142857
17,8/30/2023,29.1,84.38,80,632,6.5,28,4
17,8/31/2023,29.2,84.56,50,728,6.3,29,4.142857143
17,9/1/2023,31.7,89.06,73,657,6.3,30,4.285714286
17,9/2/2023,31.7,89.06,65,406,6.1,31,4.428571429
17,9/3/2023,31.7,89.06,53,461,6.3,32,4.571428571
17,9/4/2023,31.7,89.06,68,424,6.6,33,4.714285714
17,9/5/2023,32,89.6,58,743,6.1,34,4.857142857
17,9/6/2023,32.1,89.78,67,672,6.6,35,5
17,9/7/2023,31.5,88.7,73,400,6.8,36,5.142857143
17,9/8/2023,29.8,85.64,78,732,6.5,37,5.285714286
17,9/9/2023,20.1,68.18,62,472,6.1,38,5.428571429
17,9/10/2023,31.1,87.98,68,648,6,39,5.571428571
17,9/11/2023,31.2,88.16,72,786,6.3,40,5.714285714
17,9/12/2023,31.2,88.16,61,482,6.6,41,5.857142857
17,9/13/2023,30.4,86.72,60,716,6.3,42,6
17,9/14/2023,29.1,84.38,57,743,6.6,43,6.142857143
17,9/15/2023,30.6,87.08,75,575,6.3,44,6.285714286
17,9/16/2023,31.5,88.7,61,710,6.6,45,6.428571429
18,8/3/2023,33.4,92.12,78,623,6.2,1,0.142857143
18,8/4/2023,33.5,92.3,73,463,6.4,2,0.285714286
18,8/5/2023,33.4,92.12,61,440,6.3,3,0.428571429
18,8/6/2023,33.4,92.12,55,451,6.5,4,0.571428571
18,8/7/2023,33.4,92.12,51,798,6.6,5,0.714285714
18,8/8/2023,32.3,90.14,58,556,6.5,6,0.857142857
18,8/9/2023,32.3,90.14,67,794,6,7,1
18,8/10/2023,22.7,72.86,53,653,6,8,1.142857143
18,8/11/2023,31.9,89.42,76,407,6.7,9,1.285714286
18,8/12/2023,30.2,86.36,52,478,6.8,10,1.428571429
18,8/13/2023,30.1,86.18,54,528,6.5,11,1.571428571
18,8/14/2023,30.1,86.18,67,769,6.4,12,1.714285714
18,8/15/2023,30.1,86.18,52,723,6.1,13,1.857142857
18,8/16/2023,29.8,85.64,69,688,6,14,2
18,8/17/2023,29.6,85.28,62,479,6.1,15,2.142857143
18,8/18/2023,30.9,87.62,50,408,6,16,2.285714286
18,8/19/2023,30.8,87.44,80,489,6.2,17,2.428571429
18,8/20/2023,30.9,87.62,60,630,6.2,18,2.571428571
18,8/21/2023,30.2,86.36,57,540,6.4,19,2.714285714
18,8/22/2023,30.5,86.9,69,413,6.1,20,2.857142857
18,8/23/2023,30.8,87.44,74,505,6.3,21,3
18,8/24/2023,31.3,88.34,73,414,6.6,22,3.142857143
18,8/25/2023,31.4,88.52,64,448,6.4,23,3.285714286
18,8/26/2023,31.4,88.52,55,660,6.6,24,3.428571429
18,8/27/2023,30.1,86.18,69,757,6.8,25,3.571428571
18,8/28/2023,29.4,84.92,66,544,6.1,26,3.714285714
18,8/29/2023,28.7,83.66,59,699,6.8,27,3.857142857
18,8/30/2023,29.1,84.38,70,637,6.4,28,4
18,8/31/2023,29.2,84.56,73,772,6.6,29,4.142857143
18,9/1/2023,31.7,89.06,78,746,6.2,30,4.285714286
18,9/2/2023,31.7,89.06,67,579,6.3,31,4.428571429
18,9/3/2023,31.7,89.06,64,740,6.1,32,4.571428571
18,9/4/2023,31.7,89.06,68,442,6.6,33,4.714285714
18,9/5/2023,32,89.6,60,730,6.5,34,4.857142857
18,9/6/2023,32.1,89.78,73,423,6.2,35,5
18,9/7/2023,31.5,88.7,75,493,6.2,36,5.142857143
18,9/8/2023,29.8,85.64,75,587,6.1,37,5.285714286
18,9/9/2023,20.1,68.18,77,404,6.4,38,5.428571429
18,9/10/2023,31.1,87.98,61,408,6.5,39,5.571428571
18,9/11/2023,31.2,88.16,70,555,6.3,40,5.714285714
18,9/12/2023,31.2,88.16,78,440,6.5,41,5.857142857
18,9/13/2023,30.4,86.72,59,501,6,42,6
18,9/14/2023,29.1,84.38,76,750,6.6,43,6.142857143
18,9/15/2023,30.6,87.08,51,491,6.5,44,6.285714286
18,9/16/2023,31.5,88.7,78,705,6.8,45,6.428571429
19,8/3/2023,33.4,92.12,51,492,6.3,1,0.142857143
19,8/4/2023,33.5,92.3,74,552,6.5,2,0.285714286
19,8/5/2023,33.4,92.12,72,646,6.1,3,0.428571429
19,8/6/2023,33.4,92.12,80,405,6.8,4,0.571428571
19,8/7/2023,33.4,92.12,65,661,6.3,5,0.714285714
19,8/8/2023,32.3,90.14,63,651,6.5,6,0.857142857
19,8/9/2023,32.3,90.14,72,747,6.1,7,1
19,8/10/2023,22.7,72.86,75,693,6.5,8,1.142857143
19,8/11/2023,31.9,89.42,59,486,6.7,9,1.285714286
19,8/12/2023,30.2,86.36,79,486,6.8,10,1.428571429
19,8/13/2023,30.1,86.18,59,655,6.6,11,1.571428571
19,8/14/2023,30.1,86.18,71,503,6.5,12,1.714285714
19,8/15/2023,30.1,86.18,71,763,6.3,13,1.857142857
19,8/16/2023,29.8,85.64,72,599,6.7,14,2
19,8/17/2023,29.6,85.28,75,587,6.1,15,2.142857143
19,8/18/2023,30.9,87.62,63,790,6.7,16,2.285714286
19,8/19/2023,30.8,87.44,73,415,6.5,17,2.428571429
19,8/20/2023,30.9,87.62,57,708,6.2,18,2.571428571
19,8/21/2023,30.2,86.36,64,539,6.3,19,2.714285714
19,8/22/2023,30.5,86.9,77,745,6.2,20,2.857142857
19,8/23/2023,30.8,87.44,69,515,6.2,21,3
19,8/24/2023,31.3,88.34,69,637,6.7,22,3.142857143
19,8/25/2023,31.4,88.52,67,455,6.7,23,3.285714286
19,8/26/2023,31.4,88.52,78,576,6.5,24,3.428571429
19,8/27/2023,30.1,86.18,68,606,6,25,3.571428571
19,8/28/2023,29.4,84.92,80,623,6.4,26,3.714285714
19,8/29/2023,28.7,83.66,76,498,6.2,27,3.857142857
19,8/30/2023,29.1,84.38,75,411,6.6,28,4
19,8/31/2023,29.2,84.56,72,789,6.1,29,4.142857143
19,9/1/2023,31.7,89.06,50,459,6.4,30,4.285714286
19,9/2/2023,31.7,89.06,60,401,6.5,31,4.428571429
19,9/3/2023,31.7,89.06,53,583,6.1,32,4.571428571
19,9/4/2023,31.7,89.06,76,434,6.8,33,4.714285714
19,9/5/2023,32,89.6,76,563,6.6,34,4.857142857
19,9/6/2023,32.1,89.78,52,497,6.1,35,5
19,9/7/2023,31.5,88.7,61,680,6.2,36,5.142857143
19,9/8/2023,29.8,85.64,53,553,6.6,37,5.285714286
19,9/9/2023,20.1,68.18,68,611,6.2,38,5.428571429
19,9/10/2023,31.1,87.98,64,588,6.2,39,5.571428571
19,9/11/2023,31.2,88.16,53,503,6.4,40,5.714285714
